PESSOA;IDADE;RENDIMENTO_ANUAL;SITUACAO_PROPRIEDADE;ANOS_TRABALHADOS;EMPRESTIMO;MOTIVO_EMPRESTIMO;PONTUACAO;VALOR_EMPRESTIMO;JUROS;POSSIB_INADIMPLENCIA;EMPRESTIMO_PERC_RENDA_ANUAL;SOLICITACAO;INADIMPLENTE;ANOS_PRIMEIRO_CREDITO
1XQKa37W-IUdx;26;88000;Hipotecada;6.0;9WvX47kd-ejuS;Educativo;C;7700;14.79;1;0.09;MhagmO3n-1e8J;1;4
08iwXXZl-5U5x;22;14400;Própria;0.0;rt6WwqJk-oKBb;Pessoal;B;2100;11.14;0;0.15;0fjRt43G-M74x;0;4
C16Fxgqu-tRh1;25;57000;Hipotecada;5.0;noAl95pd-v9Sh;Melhora do lar;D;11200;14.46;0;0.2;Cstdr5ok-A0gb;1;4
da8NqLst-rJfo;24;87550;Hipotecada;5.0;QgtSQGoR-N5CZ;Educativo;B;3600;11.86;0;0.04;xxiFPfIi-xHQL;0;4
v34LnHUs-by6s;30;72000;Alugada;2.0;edkP84oF-9PIA;Educativo;B;23000;12.18;1;0.32;TDJ9nLRz-1m1X;0;6
H7wNAEEJ-1ISN;32;44004;Alugada;2.0;yuJgxuE6-aeoM;Pagamento de débitos;F;5000;18.25;1;0.11;u14BNxJD-itOU;0;5
kUGNNJq3-JEYj;24;54000;Alugada;2.0;073R6AxJ-sfAr;Empreendimento;D;20000;16.49;1;0.37;mx6UXE5Q-lPch;0;2
6kwye3hh-D9Rj;30;64000;Alugada;1.0;zAvSpiLk-m0Ij;Empreendimento;A;18000;8.38;0;0.28;7qqAgL72-UR2k;0;7
wf1QMe3W-6gbA;26;58000;Alugada;5.0;uhZvJrZM-x06h;Pagamento de débitos;B;12000;9.91;0;0.21;NCFOzSWG-PK0F;0;3
i9xPUBY7-mHDS;30;68000;Alugada;5.0;aIaHnEsp-2L07;Educativo;D;16000;14.09;0;0.24;LTK512uM-Ltmt;0;5
SyvdU4je-68hJ;23;67000;Alugada;3.0;Nd5LU2qT-F1hM;Educativo;A;25000;7.9;1;0.37;ZE1bD28F-Onjh;0;4
62XKqTxI-bWKw;26;55000;Alugada;10.0;MLjdFGqf-CTUd;Educativo;E;9000;16.7;0;0.16;3Xan2CRH-jaqJ;0;3
QlZFUPen-btU3;25;45000;Alugada;2.0;rChKAExk-HiFx;Pessoal;C;11100;13.11;0;0.25;JzxgxFzU-owbs;0;2
NgKTxi0J-Ohx4;34;90000;Hipotecada;19.0;YzApcEsT-D7ca;Pagamento de débitos;C;5000;13.61;0;0.06;YdtDvEFd-hbta;0;7
aIqHQRKQ-ArbC;22;65338;Hipotecada;6.0;NHu25QZp-h8Ra;Educativo;B;6500;11.71;0;0.1;aBDDaHdU-wrwW;0;4
MM0sx4Sk-cGwG;26;96000;Hipotecada;3.0;Nt4QabCH-iMcA;Educativo;C;12000;13.11;0;0.13;7U2Yt6Fn-MlK1;0;4
0KSAdz3s-AhG4;30;77000;Alugada;7.0;X7kP7joF-7sQG;Pessoal;B;25000;10.75;1;0.32;chhqkDDu-ovWO;0;8
mfcwF87N-gFlX;36;45000;Alugada;0.0;fIt8xrLP-CpNX;Médico;C;19750;13.35;1;0.44;6fGpcXt6-XBcU;0;14
Y6cgBuEm-uDzq;25;49000;Alugada;1.0;HXoQr0T2-4drQ;Pagamento de débitos;D;12000;13.49;1;0.24;N6UiIsJb-1pay;0;2
jmOlb6zx-KYvf;35;79500;Hipotecada;5.0;4FeYJNq3-pBTn;Pessoal;D;9600;14.61;0;0.12;7f8qUHva-x8BO;1;5
nefPAGS7-4wIs;31;160000;Alugada;8.0;DLaYnuf9-nfri;Empreendimento;C;3600;15.23;0;0.02;PeFxsPDO-lGS7;1;9
vgZzF6La-rX1G;24;30000;Alugada;0.0;eXJRFkrF-Io2Y;Pessoal;A;3600;7.49;0;0.12;tNUlUHkr-xFS8;0;4
PIW6duAq-ZpsF;24;44000;Alugada;5.0;yw8c8FW1-knzc;Pessoal;C;2800;14.17;1;0.06;c7kI4mho-6Odl;0;2
p4UWFEn7-7NTY;24;100000;Hipotecada;0.0;Us14wQOj-iyOX;Pagamento de débitos;C;16000;14.72;0;0.16;nEsREr3d-ZLiC;0;2
nAityj0Q-syCI;35;19820;Alugada;0.0;5TuUEHJu-tSbs;Pessoal;B;4000;11.12;1;0.2;HPkcv4Ar-gz3r;0;10
PLHRTOXh-XNmt;29;29000;Alugada;3.0;M9oLap0S-A43n;Empreendimento;C;5000;15.23;0;0.17;p6Jj7emg-pZts;1;7
ExPF3SnM-Cm3k;24;83000;Alugada;8.0;Yo6L4BXZ-lSCB;Pessoal;D;9000;15.05;1;0.11;63BOY8O0-4Iq5;1;3
IOw2xG8R-jnhw;25;34000;Alugada;0.0;Me3tJSNU-83TD;Educativo;C;10000;13.79;1;0.29;SFYRBcB9-rofD;1;2
gEnLSrQT-fUfN;22;59000;Alugada;6.0;qMCLjTfb-k7Nj;Pessoal;B;12000;10.37;0;0.2;bA08zZGq-U2CW;0;3
M4qj1Ei8-ksPr;24;84996;Alugada;1.0;pqqadT5Y-wDfU;Médico;A;6000;6.03;0;0.07;iX5xYUJ6-1hkR;0;3
USth97Yt-UqfX;35;48000;Alugada;6.0;ywvPXts0-a4NO;Médico;A;17000;7.88;1;0.35;8x0lYUS4-iClr;0;6
rj2enGGP-Qu0i;25;46596;Alugada;2.0;IAANzOU6-DWet;Pagamento de débitos;B;13200;12.53;0;0.28;JQsPZhrC-wXM9;0;4
5NHNYHAZ-QtG9;25;33600;Alugada;0.0;YHHJ3QSw-matl;Pessoal;B;15000;11.11;1;0.45;LOnADdNA-JlOy;0;4
8n6T2YkC-5U7r;26;44000;Hipotecada;7.0;gcmxsySg-z4S2;Pessoal;E;10000;17.14;0;0.23;zpDk0S9z-m5cK;0;4
POEYxbb2-a2Oy;23;20000;Alugada;1.0;srFjrnoF-GzeK;Pessoal;A;3200;7.14;0;0.16;yR7eYhu4-GSuA;0;4
l1vtEdYJ-lW9K;24;34000;Alugada;1.0;pJ0g3i8x-SW9G;Empreendimento;B;5750;10.75;0;0.17;2WcPuY0u-on2P;0;3
ccjNJwBf-7paG;24;24000;Alugada;8.0;CAypU2rn-T1Jj;Pagamento de débitos;B;4750;10.62;0;0.2;67uJhhrx-mTOv;0;3
7xBiR86G-EdJb;21;34000;Alugada;4.0;0KBvHsQW-LC4o;Educativo;B;1800;11.49;0;0.05;EK4xiNJ0-lcGi;0;4
X4rfOfCd-rkSs;47;95000;Hipotecada;13.0;vTsY7GhL-O3qN;Educativo;A;5000;6.03;0;0.05;BfCdX8A9-kowo;0;16
vAHAI7UW-Lmcw;34;93600;Alugada;15.0;GmcMbqvQ-bfEr;Educativo;D;20000;15.31;0;0.21;R1sGRC7G-MY9M;0;5
d96TUvDD-Ro94;25;55200;Alugada;0.0;f7kNYg5a-l5xe;Melhora do lar;C;3600;13.98;0;0.07;F0Wk4Ohx-eo18;0;4
mQey9wyQ-zHEz;23;90000;Alugada;4.0;rtpBQfl0-zcsr;Pagamento de débitos;C;13000;12.73;0;0.14;fogIHMvl-4vx4;0;2
WPmxQGTy-aXCJ;22;67350;Hipotecada;6.0;cYWIryfI-zq8e;Educativo;D;9600;14.96;0;0.14;kgtNJrJa-HZnh;0;4
LxQAfykk-U6Ex;36;75000;Hipotecada;2.0;Cyds9joT-CBti;Pagamento de débitos;B;14400;10.25;0;0.19;bq6fFnHm-q1LD;0;15
QsTLMzOy-cKQN;38;37200;Alugada;1.0;a6ecq4am-2s8H;Pagamento de débitos;B;5000;9.99;0;0.13;6h7CZhPZ-LHkX;0;11
Gk1Y9JGQ-Nm16;22;80000;Alugada;5.0;OFlPQyWW-lMOB;Educativo;C;10000;14.27;0;0.13;HM0bSRWC-7cv6;0;2
cn7u37vF-1h3Y;31;27600;Alugada;16.0;I6JeZtFP-oGH2;Pagamento de débitos;A;13000;6.54;1;0.47;Z3xIOXrt-lzgF;0;9
LNaAgJ5o-KTgt;38;40246;Hipotecada;7.0;v5AZjOmf-lhcs;Melhora do lar;A;12000;8.9;0;0.3;0d6GQdgr-k8iM;0;15
KpbxXo97-FzxB;25;30000;Alugada;3.0;7tKMrIN7-n6Xf;Empreendimento;D;10500;16.29;1;0.35;Yqmk0JSc-w80B;0;2
c2i5iTXv-o1tG;27;26208;Alugada;0.0;jN4w3xsA-rt74;Educativo;C;3000;13.98;0;0.11;WTA4bG77-FSKF;0;10
sWv3QsOL-H6l9;30;72000;Hipotecada;13.0;qD44yZuT-9Oe8;Empreendimento;A;12000;7.88;0;0.17;3hyGXian-EXsS;0;8
Y5fcNo2z-vJMS;41;19200;Alugada;2.0;2ED507FR-byWE;Médico;D;2950;16.49;1;0.15;spnj908Q-mqha;1;12
u7gM2wzj-wOvY;23;140000;Própria;6.0;vSTPJN8C-uuxT;Educativo;C;16400;15.96;0;0.12;LXD9obao-7aBf;0;2
J17zA4Dc-4yUD;29;54000;Alugada;12.0;r9YcJm6h-fbIe;Pessoal;B;10000;11.71;1;0.19;FsiodvcA-XwPa;0;7
xUf5bDzQ-qZJG;23;36000;Alugada;7.0;ptKvEp33-0izE;Pessoal;B;4000;10.99;1;0.11;Fk6Che8u-gbmf;0;3
5sMzJehd-8mKc;33;80000;Alugada;5.0;rJhQgFRM-h59H;Pessoal;B;1800;10.75;0;0.02;fxuxQ5l4-djIJ;0;7
1hHHXM4z-XOhH;26;30000;Alugada;4.0;yZDUhTIQ-Pjwx;Empreendimento;B;4000;10.75;0;0.13;bXCS2lUv-a8Ot;0;3
NfDvXiXM-OTTv;26;82600;Alugada;10.0;aOyn1Qg5-WuyZ;Empreendimento;B;22000;12.69;0;0.27;SI4IEn79-z6XF;0;2
dhSDjJ7B-Mccg;27;130000;Alugada;2.0;zCYGZKdi-kzSg;Empreendimento;C;10000;13.47;0;0.08;4zvDp2WE-Ru0q;1;6
bPKLiBUr-piWu;22;39000;Própria;0.0;Pr8kesXR-pQzK;Educativo;F;25000;16.08;1;0.64;EdSrR4MF-zgYv;0;3
AYQRIpgx-TXjp;36;29500;Própria;4.0;kyw65DSF-zhW7;Empreendimento;B;1250;11.83;0;0.04;rwls8apb-K1Yh;0;15
BQaYcN9u-ctzs;26;23624;Alugada;6.0;8jaCcSsz-gcTA;Pessoal;B;10000;9.88;1;0.42;azLgmaAj-4B1k;0;2
nLt8UdEu-7y8A;26;35000;Alugada;0.0;LhlJUi1Q-YiEv;Pagamento de débitos;A;4800;8.9;0;0.14;UHPKHHSf-ERPB;0;2
ikUZqvmT-iIl4;27;86260;Hipotecada;11.0;SPbd9w4U-UWR6;Educativo;C;18000;13.72;1;0.21;PPYfig3g-mAY1;1;7
yTkHAUU3-icTq;23;45000;Alugada;4.0;xIvAmuui-kxTI;Pessoal;B;20000;10.25;1;0.44;9MLpOmOL-0rAh;0;2
9x3dNtYZ-Bsji;30;125000;Hipotecada;14.0;R5qQq8px-z0Nx;Melhora do lar;A;5750;7.43;0;0.05;IZk1hnNG-oxXm;0;5
ir0c0W8h-Lijw;22;24000;Alugada;0.0;fAn0avPb-rcwf;Pagamento de débitos;C;5200;13.49;0;0.22;Y0rD9n2C-D95v;1;2
Rg3NftRa-AQcu;22;62000;Hipotecada;5.0;9ESoPATv-TkIU;Médico;B;3000;8.7;0;0.05;JF3FjoQH-IvJz;0;3
MreO6GpX-gCEM;27;120000;Hipotecada;0.0;ARRdrQoo-6cZL;Melhora do lar;C;10000;12.61;1;0.08;QWIY5IQw-3hxK;0;6
H1ERwnnW-LAoS;30;73000;Alugada;15.0;JP16SLMD-3iNi;Pessoal;B;5500;9.99;0;0.08;d3OEdUYk-ybG8;0;5
32l2T460-mTvw;30;119700;Hipotecada;2.0;CmmyuUmI-a2MF;Melhora do lar;A;9500;8.94;0;0.08;9QA4JH97-x3Nc;0;10
X1o5Dvgd-U3mC;30;96000;Hipotecada;7.0;BK3e5wt0-kagh;Médico;A;8000;6.99;0;0.08;Y6HDWZPJ-xGH1;0;8
CsnInCdE-Jl1v;32;36000;Própria;0.0;lPOroCIY-13KO;Médico;C;4900;13.22;0;0.14;tDuSdob5-x1Oo;0;10
0RvA5BaC-4m2g;24;86376;Hipotecada;2.0;OqKhJr9R-0oYu;Médico;A;20000;7.29;0;0.23;6BeTyJme-xxgb;0;3
KkHzBjRL-Hf6l;24;103000;Hipotecada;8.0;s18zgWw3-FgUE;Melhora do lar;B;6400;10.37;0;0.06;UygR9TWz-pomk;0;3
oOA1aMG7-oHSe;38;60000;Alugada;3.0;kXzD7pGn-SYip;Educativo;C;5000;14.79;0;0.08;fNJTvi5X-vxCW;1;17
pMXLeYjf-jsgi;27;37000;Alugada;7.0;HUdY57Js-slvL;Médico;B;8400;9.91;0;0.23;9w6K7OYg-dyvs;0;7
ygnQzbS1-TBo1;27;58000;Hipotecada;7.0;3DzHUBGh-xNh4;Empreendimento;B;2800;11.99;0;0.05;Ada3C0Pp-QoTP;0;8
yS91olvW-OEeS;28;86400;Alugada;1.0;0Lh7lhXD-QJHn;Melhora do lar;B;2425;11.49;0;0.03;rxlchKpc-ROcr;0;8
GLcA4QbR-voIN;28;21000;Alugada;6.0;gXNehzFy-Nxo0;Educativo;A;6250;7.9;0;0.3;tojc5XfW-uajQ;0;7
6EI3lHkK-Uvge;33;30000;Hipotecada;8.0;B3Yuyq9N-EQUW;Empreendimento;A;12000;7.14;0;0.4;HFBYjrMU-tspx;0;5
R1X6kd9X-dHQb;32;26400;Alugada;0.0;dppDToRz-W2KT;Empreendimento;A;8000;7.51;0;0.3;X5t3hpkJ-Y6Qh;0;6
9WPLpYZR-RuXA;29;80000;Alugada;2.0;m2U7A8ML-alUh;Médico;B;30000;12.42;1;0.38;aH1vLceL-bIhK;0;9
ixMvsQid-Ttti;34;50000;Alugada;1.0;9Iwv3zn1-MFUz;Educativo;C;2400;13.49;0;0.05;ZfRc1GGt-pC2R;1;9
r96Rdei7-bZlN;22;58896;Hipotecada;6.0;fyMUdA38-4BXK;Educativo;A;9500;6.76;0;0.16;43oHgghu-iH7o;0;4
FXnj62Ap-xChk;30;53000;Alugada;1.0;0YasYgzi-F2IS;Médico;A;11000;6.62;0;0.21;RSRmurEX-NExv;0;9
AurGNZEg-xsPR;22;117000;Hipotecada;6.0;O2cZvDfI-rSyi;Educativo;D;7500;13.24;0;0.06;4e01GxNo-lEJs;0;2
b6aQI38i-FZmF;27;69790;Alugada;6.0;h4fopzQS-NMkh;Pagamento de débitos;B;18000;10.25;0;0.26;8pcv4HPj-Z9Xk;0;9
PKtZkYSt-A8Wb;31;130000;Alugada;6.0;YFz0aq3B-HaRP;Empreendimento;D;12000;16.49;0;0.09;DNCNWPgU-tyIc;0;10
O4Bebwiq-lmv2;22;35100;Alugada;0.0;q8wGtcq1-I9fC;Educativo;C;1000;13.98;0;0.03;XZhLtGsX-9cLJ;1;3
Fq62KEaz-3xZS;25;69000;Alugada;5.0;oE7OxjOb-M0os;Melhora do lar;A;8500;6.92;1;0.12;3oTt3H7Y-zvaJ;0;4
jnmv69oK-5GeR;27;36000;Alugada;3.0;nRXRgTSX-yw3g;Médico;B;5800;12.42;0;0.16;XPlxhGlD-I5Ws;0;10
JDGHRmor-xuKm;34;48000;Hipotecada;5.0;O10k03sg-z1uZ;Empreendimento;B;3600;10.37;0;0.07;3yUKP0n0-fHEa;0;5
ggBWWfDh-fk99;21;12000;Alugada;5.0;G1JBCWCt-q5y5;Empreendimento;B;5000;11.49;1;0.42;vmYhlsSc-f1GI;0;2
5BSlRMwy-yQmp;40;35000;Hipotecada;6.0;BPxWNpDf-42mP;Empreendimento;B;5600;10.65;0;0.16;2sPA44Lf-4rZl;0;13
nSzkoYbb-IRUL;33;468000;Hipotecada;14.0;DSIZabBm-nxNC;Pagamento de débitos;D;3750;15.62;1;0.01;ApEmGkDF-hjHy;1;10
3rZJuBI1-QFhd;25;50000;Própria;9.0;pfcG6vnz-x14B;Empreendimento;C;12000;13.98;0;0.24;xodGgt3C-kIWM;0;2
oaD7R3ft-DQU7;38;30000;Alugada;0.0;5nULtsf0-1Tmd;Educativo;B;5600;9.99;1;0.19;QnZNZj8i-J59O;0;15
mZEAPWRJ-m514;26;64500;Alugada;1.0;xDgLZpad-tTrO;Pagamento de débitos;B;12000;10.99;0;0.19;ku5KxS5d-KPhE;0;4
vHh8pG1n-MuFi;22;50000;Hipotecada;6.0;pbqaIHPM-xQ7g;Educativo;A;4800;6.03;0;0.1;bmU5Zw5z-YEUj;0;3
WWRpF9Rv-00lp;32;27000;Alugada;2.0;Ph9HsFOJ-qJSX;Médico;C;6000;12.73;0;0.22;TzBJioal-umfG;0;10
E34uJYbE-tPb5;28;200000;Hipotecada;12.0;RccaCrxq-40HI;Educativo;A;25000;7.9;0;0.13;EsluTImy-6nLb;0;9
YYZNU85H-Zq8o;23;50000;Própria;7.0;DBX0a4gW-mfFH;Empreendimento;A;2050;7.49;0;0.04;SZkcAjwH-d09I;0;2
JjRzhMxz-lRG4;22;80000;Alugada;2.0;O7tXui4v-ka1s;Educativo;B;12000;11.71;0;0.15;xHFGZc3M-KKPP;0;4
Gnpkuja7-XkJm;33;95000;Hipotecada;1.0;D3O7DmqW-iJMx;Educativo;D;24000;12.92;0;0.25;pJ3KrsRp-FXda;1;5
upn45zM9-MeQS;29;87204;Hipotecada;7.0;kQJKh1qN-jImr;Médico;A;10000;9.32;0;0.11;oFwq719h-bH56;0;8
HpZbx5B0-Kun4;31;72000;Alugada;15.0;WK2M2uzt-gPDY;Educativo;B;4000;9.99;0;0.06;8OQsBkXb-hCld;0;5
8MI3IPW3-Tlbl;29;21996;Alugada;6.0;aHQkkn7A-NiyX;Pagamento de débitos;D;8500;14.11;1;0.39;GyqSb6QF-mvIw;1;7
KGxRBYrC-MEqh;30;60000;Hipotecada;14.0;cSMYfHj2-Tady;Pessoal;B;1750;9.99;0;0.03;kqSUfDYk-TqSk;0;8
F2LPtg5W-AIDY;31;54000;Alugada;1.0;vzx7MEqz-pu6s;Médico;C;4800;12.99;0;0.09;008PXO8T-b5gg;1;10
nlHeTjAN-qEsQ;32;176000;Hipotecada;15.0;WjERk7bk-flUT;Pessoal;D;2400;14.42;0;0.01;3HhI12oD-Y2QI;1;10
3BRZm3Pa-rBXf;31;82000;Hipotecada;15.0;k5sOPCgY-3eZd;Melhora do lar;A;9000;5.42;0;0.11;QhZbRhQo-aCHa;0;9
1BvRuNj7-hTHu;29;40000;Hipotecada;13.0;1c1fWxjw-yEBD;Empreendimento;A;1400;5.99;0;0.04;jOSC6FNn-XZIj;0;9
bh7w4vsW-STTH;26;108000;Alugada;3.0;ZRnY6IET-8Pdl;Melhora do lar;D;13000;15.99;1;0.12;RQ0YdZ5G-SwZm;1;3
yOA1bAoC-YFrD;25;82000;Alugada;9.0;Ii1GYp33-Jdl9;Pessoal;A;11200;5.42;0;0.14;d2cDcYkb-q5Js;0;4
GJWPva8J-gNJL;53;34000;Hipotecada;0.0;71MIQqOQ-YZdr;Médico;B;10000;10.39;1;0.29;N1U5Jri6-8zkm;0;30
xPWN39FP-9ENq;24;30000;Alugada;0.0;o0yIMOBQ-oi1Y;Educativo;C;4800;13.35;0;0.16;OfnEIDCd-E1Uc;0;3
Ng50dc8Z-JN0m;32;34000;Hipotecada;5.0;bJTe9cSy-ruOa;Pessoal;A;4000;7.49;0;0.12;9eAD7y79-8Ep5;0;6
fRwn047f-5lmW;26;42000;Alugada;3.0;2dB7lMOw-9qC7;Empreendimento;A;12000;8.49;0;0.29;9xK8mA3m-Qtr8;0;3
HEY4T7RA-GwQc;23;90000;Alugada;5.0;zMeYBxbe-Ndhq;Médico;A;8000;6.92;0;0.09;pN1yHxlO-s7zu;0;3
tHElGIaf-w88Z;25;39600;Hipotecada;5.0;tbLyT08m-3Aw5;Melhora do lar;B;4800;12.42;0;0.12;ZuSr1yfb-Azqr;0;4
awcCaEkJ-SmUx;24;85392;Alugada;9.0;eHjOJOoL-HSfD;Médico;A;9600;7.29;0;0.11;KUzIpNJc-GM3m;0;3
iQG36OdE-26nN;24;45000;Alugada;0.0;NYtN2BOl-2sGy;Educativo;D;4000;15.99;1;0.09;h5X5D3fG-981T;1;3
dNSZq830-gHTN;22;56400;Alugada;2.0;v6GjPLMl-wBjX;Melhora do lar;D;25000;14.96;1;0.44;B85pA493-6TZM;1;3
CXi9qDfm-8pkb;37;42000;Alugada;2.0;qZ4iBHPp-LdvS;Empreendimento;C;8400;13.49;0;0.2;rrrTEvmb-tfpQ;0;15
1ERdr3tH-Bm5Q;33;110000;Alugada;3.0;WSFbUXXq-nvCK;Melhora do lar;B;12000;10.65;0;0.11;rzuw6wj9-7vbb;0;5
33rl4mG5-cUue;41;21600;Alugada;2.0;YY1CYRY7-Qgkt;Médico;A;4000;7.51;0;0.19;7QCJwnF4-qsQk;0;14
BUE3jtO4-hCIe;25;28800;Alugada;2.0;wL5lcTLU-5lRZ;Pagamento de débitos;B;3000;12.42;0;0.1;Bebzt28R-HoBx;0;2
9BUIy3ho-0y3w;21;42000;Alugada;0.0;XWnbZmwd-HmhW;Educativo;C;12000;13.23;0;0.29;lyCy0vuy-o7Mi;0;2
9yjYn5mU-jhhC;22;35000;Alugada;2.0;wTAEP7v2-j1H5;Médico;A;6000;7.49;0;0.17;fAmA0iQy-nWck;0;2
PbRTAPy6-Wtt7;26;150000;Hipotecada;8.0;OLzpThEh-u6wv;Médico;C;35000;15.96;0;0.23;aTYZK7uo-emku;0;3
lZrsJY3P-GD0p;24;80000;Hipotecada;6.0;b07W6Ooo-tpM2;Educativo;A;16000;7.88;0;0.2;Ma1HQDdp-3BUI;0;3
luwjOZNM-gHDw;28;80000;Própria;12.0;ZK5R861E-O9dx;Educativo;A;8400;7.9;0;0.1;egll3yNC-X7qQ;0;5
zH7f7cEs-LotJ;46;114440;Hipotecada;0.0;eJX1GASS-9Gz1;Educativo;A;3000;8.59;0;0.03;KwO4F24m-O9bp;0;17
xCOGk4J1-i859;28;76000;Hipotecada;12.0;2v6pm6Ao-bsw9;Melhora do lar;A;5000;8.94;1;0.07;HzOQferP-gED6;0;5
edLhBt56-vYuA;29;77248;Hipotecada;13.0;qJHWXQvb-G8hL;Melhora do lar;C;21600;13.85;0;0.28;LBdqLSbz-YKpQ;1;7
fqQcNjPN-3eX9;27;12000;Alugada;2.0;rirsoIr7-iw7O;Pessoal;C;2850;13.61;1;0.24;3FBhNtxw-3HFt;1;5
tBuxrDvF-rRcH;32;115000;Alugada;2.0;64xoRAPc-k7M7;Pessoal;B;4000;12.69;0;0.03;XlW9yjjj-1Yxr;0;8
shs5ckO4-U1H4;22;41000;Alugada;2.0;S4DxZyFS-FkGw;Pagamento de débitos;B;11000;12.18;0;0.27;6RojdleC-HUmf;0;4
hfhPDjvt-qE0q;23;45000;Hipotecada;7.0;fLwdWA2m-dAgQ;Empreendimento;B;14550;11.71;0;0.32;TjyecRlv-1n0p;0;4
pzAWM0So-M5kD;43;65000;Hipotecada;17.0;j68pa3KH-n5BJ;Empreendimento;D;7200;16.29;0;0.11;SNJFnJqt-seKe;0;17
TSQ91ie4-8KzX;22;75000;Própria;6.0;ai2wvzvp-BMJ9;Educativo;A;4800;8.0;0;0.06;WQERfBX1-JSNd;0;2
3thgc3J0-pK4m;30;75000;Alugada;5.0;pQWGYPuJ-h0M6;Melhora do lar;B;22000;10.62;0;0.29;7DJD7Uxd-8G4p;0;10
p5NFyy6a-iddL;29;23520;Alugada;0.0;UP4uxKf5-1XM8;Pessoal;B;2400;10.36;0;0.1;uAY8KKAo-rRMm;0;6
WqAH2krd-Q3uB;22;37342;Alugada;3.0;Ih4MG36l-T3Qh;Empreendimento;C;4500;11.03;0;0.12;RQpXtXMT-TTzD;1;2
It8a0dYg-Wtjx;24;26000;Alugada;3.0;LkOzKnYg-MNCN;Médico;B;7850;9.96;0;0.3;nOxSMCc4-86kB;0;2
RlBABRwi-9ZoZ;48;30000;Alugada;0.0;HDxQy5j8-QL6p;Pagamento de débitos;B;6000;12.42;1;0.2;RyntU2uH-FZAa;0;12
26Zet7vj-chbW;24;122000;Alugada;4.0;PuXJFeMR-I8Sg;Educativo;B;15000;11.58;0;0.12;PzRERGTI-5GBW;0;3
D00TwgLh-krqw;22;71004;Alugada;6.0;slZMKNI7-WZIv;Educativo;B;1800;11.12;0;0.03;48S099Y1-DNNM;0;4
ITfHIavf-8dfb;43;62000;Hipotecada;2.0;EQR43unB-Em5y;Educativo;B;20000;10.25;0;0.32;bYu8mm9K-recI;0;14
JAoxCRH2-AXOj;26;80730;Hipotecada;7.0;aky6Hkyu-TT9F;Melhora do lar;A;9600;7.29;0;0.12;3DrcrbeW-I0ra;0;2
DTTOPbZK-xTkv;22;45000;Própria;7.0;xo2QNv6A-5ojU;Educativo;A;6000;6.76;0;0.13;vFrFHB5f-TX8S;0;2
lGwiyMcf-j6mA;23;58000;Alugada;1.0;6jnZrAQb-u2HO;Empreendimento;B;4000;10.74;0;0.07;jDWKprvk-FsbM;0;2
EbXNaHjr-97B2;24;40000;Alugada;6.0;WspelbI1-Mar9;Médico;A;5000;6.17;0;0.13;RTSIOCqe-k2yz;0;3
wmasRQ18-6OlQ;35;28000;Própria;3.0;A84F2sN7-RvWF;Empreendimento;A;7600;6.62;0;0.27;gFg3A8h4-Nuj9;0;10
v8f3nGpa-itbQ;35;17280;Alugada;6.0;xerda6WW-HEGd;Empreendimento;D;7200;12.36;1;0.42;l8F0dW7u-L0EI;1;8
qqBMyInS-aGKl;25;43000;Alugada;2.0;Q8H92GQ5-Fd74;Empreendimento;A;7800;7.14;0;0.18;cjShcUOG-HxrO;0;3
Mucn0ump-Stue;24;78000;Hipotecada;8.0;BmUhdDn5-YUDX;Pagamento de débitos;A;3600;5.42;0;0.05;skrBzl9k-6XSu;0;4
lauNZJlQ-u39w;23;44400;Alugada;2.0;yq8ssxtb-RyWb;Pagamento de débitos;A;7100;6.99;1;0.16;ILjwWhKD-ROA4;0;3
OpuzEoYR-Pjpy;21;35004;Própria;5.0;yyamfrsY-wjiH;Empreendimento;B;1500;9.62;0;0.04;u9i3lJnL-AlAw;0;2
9ek7vrM6-ROpr;23;65000;Hipotecada;3.0;Cx7uDnQS-rPv9;Empreendimento;A;7000;7.9;0;0.11;40t7mx12-Ez0w;0;4
NGcd7DPc-jRZe;26;108000;Alugada;2.0;bih5iJgQ-zWNO;Pessoal;D;25000;15.05;1;0.23;W4CCFfrh-uhK0;0;3
opUIyv7z-HKKQ;42;360000;Hipotecada;11.0;RGwGj21u-itOH;Melhora do lar;B;25000;9.99;0;0.07;rpfiYr5E-OkkS;0;17
1CqwEqcw-WcCo;23;75000;Hipotecada;3.0;mr0cem5a-mkTn;Empreendimento;A;14400;6.03;0;0.19;deUxHUU9-m0wl;0;4
oHEiUzqj-k9aj;22;61000;Hipotecada;6.0;qtJRRIuP-5Wsm;Educativo;A;12000;7.49;0;0.2;qUgxW3Fi-rghS;0;2
KGPXwWUu-iioT;28;13500;Própria;0.0;BDrIsfea-GJSa;Empreendimento;A;6700;9.63;1;0.5;xyl313my-mukb;0;8
P74Ka9J1-s6gl;27;45000;Hipotecada;4.0;0S8KoE17-R4jX;Médico;A;5000;6.03;0;0.11;Fds20BNw-kjDX;0;9
5nTF5kSt-Li5j;23;24000;Hipotecada;2.0;tJMeRNEu-HKdW;Médico;D;5000;15.99;1;0.21;3NE9mfrA-zFKp;1;2
01qJj2YZ-ZoWg;24;36000;Hipotecada;8.0;AnQAUOSF-Glbq;Empreendimento;A;3250;6.39;0;0.09;hgBzbH7M-rjUA;0;2
fhUXDZ1F-KaOu;26;35000;Hipotecada;1.0;KDaIw9in-fHin;Empreendimento;A;3000;6.76;0;0.09;S4WxN58j-Giwh;0;3
